source_title,n_runs,measure,mean,sd,cv,min,max,range
ENTITY_25_E3_seed1,5,S_prop,0.7053422904328411,0.03650751129627925,0.05175857422908246,0.6551724137931034,0.7376237623762376,0.08245134858313419
ENTITY_25_E3_seed1,5,W_prop,0.05981649087020541,0.0199649351325686,0.3337697488120811,0.045,0.09359605911330049,0.04859605911330049
ENTITY_25_E3_seed1,5,J_prop,0.16986764021514303,0.020591754213033008,0.12122234809969024,0.14146341463414633,0.19704433497536947,0.05558092034122314
ENTITY_25_E3_seed1,5,E_prop,0.06497357848181032,0.027459317751085743,0.4226228321220312,0.03349282296650718,0.095,0.06150717703349282
ENTITY_25_E3_seed1,5,Ext_prop,0.019327481528826677,0.00030424212869538836,0.01574142643683893,0.01904761904761905,0.019704433497536946,0.0006568144499178967
ENTITY_25_E3_seed1,5,Q0_prop,0.9449307206796265,0.005407932661947717,0.005723099634286572,0.937799043062201,0.9509803921568627,0.013181349094661732
ENTITY_25_E3_seed1,5,Q1_prop,0.05506927932037359,0.005407932661947736,0.09820235036101156,0.049019607843137254,0.06220095693779904,0.013181349094661787
ENTITY_25_E3_seed1,5,Q2_prop,0,0,0,0,0,0
ENTITY_25_E3_seed1,5,orphan_rate,0.053024461393202715,0.019280325623661155,0.36361190886387257,0.024509803921568627,0.07177033492822966,0.04726053100666104
ENTITY_25_E3_seed1,5,root_count,97.4,4.33589667773576,0.044516392995233675,92,102,10
ENTITY_25_E3_seed1,5,leaf_count,41.8,5.357238094391549,0.12816359077491746,36,48,12
ENTITY_25_E3_seed1,5,component_count,26.6,3.5071355833500366,0.13184720238158032,22,31,9
ENTITY_05_TMBA_seed1,5,n_nodes,212.6,2.6076809620810595,0.012265667742620223,211,217,6
ENTITY_05_TMBA_seed1,5,n_edges,202,3.24037034920393,0.016041437372296685,199,206,7
ENTITY_05_TMBA_seed1,5,F_prop,0.37342491477427986,0.0063772473436394745,0.01707772323518976,0.36492890995260663,0.3824884792626728,0.017559569310066192
ENTITY_05_TMBA_seed1,5,M_prop,0.16917617410112204,0.029164647530282823,0.17239216860909845,0.13744075829383887,0.20657276995305165,0.06913201165921279
ENTITY_05_TMBA_seed1,5,V_prop,0.27120414993656583,0.036592180752822806,0.13492485554288772,0.2347417840375587,0.3080568720379147,0.07331508800035602
ENTITY_05_TMBA_seed1,5,P_prop,0.18619476118803222,0.007448389016097682,0.040003214744456686,0.18009478672985782,0.19815668202764977,0.018061895297791952
ENTITY_05_TMBA_seed1,5,S_prop,0.6100948431477777,0.022237416703255148,0.03644911435166611,0.5922330097087378,0.6482412060301508,0.05600819632141296
ENTITY_05_TMBA_seed1,5,W_prop,0.02943141947007117,0.022658216582256505,0.769864892357559,0.005,0.05365853658536585,0.048658536585365855
ENTITY_05_TMBA_seed1,5,J_prop,0.24857485509479674,0.012188453581402265,0.04903333274298426,0.23300970873786409,0.265,0.03199029126213593
ENTITY_05_TMBA_seed1,5,E_prop,0.11189888228735438,0.01948074880185394,0.17409243420169038,0.09045226130653267,0.135,0.04454773869346734
ENTITY_05_TMBA_seed1,5,Ext_prop,0,0,0,0,0,0
ENTITY_05_TMBA_seed1,5,Q0_prop,0.9454365903928899,0.006272161927385165,0.006634143411752952,0.9342723004694836,0.9493087557603687,0.015036455290885042
ENTITY_05_TMBA_seed1,5,Q1_prop,0.05362444247095988,0.004188204664992115,0.07810253071181528,0.05069124423963134,0.06103286384976526,0.010341619610133919
